,Project Name,sha,Test Name,Type,Cause,File,Line,Label
24,tyrus,d86e0c,testSessionClientTimeoutContainer,RESOURCE,'java/lang/Runtime.availableProcessors','org/glassfish/grizzly/nio/transport/TCPNIOTransport',197,6
25,tyrus,d86e0c,testSessionClientTimeoutContainer,NETWORK,'java/nio/channels/SocketChannel.connect','org/glassfish/grizzly/nio/transport/TCPNIOConnectorHandler',137,12
26,tyrus,d86e0c,testSessionTimeoutReset1,RESOURCE,'java/lang/Runtime.availableProcessors','org/glassfish/grizzly/nio/transport/TCPNIOTransport',197,6
27,tyrus,d86e0c,testSessionTimeoutReset1,NETWORK,'java/nio/channels/SocketChannel.connect','org/glassfish/grizzly/nio/transport/TCPNIOConnectorHandler',137,12
28,tyrus,d86e0c,testSessionTimeoutReset2,RESOURCE,'java/lang/Runtime.availableProcessors','org/glassfish/grizzly/nio/transport/TCPNIOTransport',197,6
29,tyrus,d86e0c,testSessionTimeoutReset2,NETWORK,'java/nio/channels/SocketChannel.connect','org/glassfish/grizzly/nio/transport/TCPNIOConnectorHandler',137,12
30,tyrus,d86e0c,onMessage,RESOURCE,'java/lang/Runtime.availableProcessors','org/glassfish/grizzly/nio/transport/TCPNIOTransport',197,6
31,tyrus,d86e0c,onMessage,NETWORK,'java/nio/channels/SocketChannel.connect','org/glassfish/grizzly/nio/transport/TCPNIOConnectorHandler',137,12
32,tyrus,d86e0c,testSessionNoTimeoutRaised,RESOURCE,'java/lang/Runtime.availableProcessors','org/glassfish/grizzly/nio/transport/TCPNIOTransport',197,6
33,tyrus,d86e0c,testSessionNoTimeoutRaised,NETWORK,'java/nio/channels/SocketChannel.connect','org/glassfish/grizzly/nio/transport/TCPNIOConnectorHandler',137,12
34,tyrus,d86e0c,testTyrusBroadcaster,RESOURCE,'java/lang/Runtime.availableProcessors','org/glassfish/grizzly/nio/transport/TCPNIOTransport',197,4
35,tyrus,d86e0c,testTyrusBroadcaster,NETWORK,'java/nio/channels/SocketChannel.connect','org/glassfish/grizzly/nio/transport/TCPNIOConnectorHandler',137,10
36,tyrus,d86e0c,testBroadcaster,RESOURCE,'java/lang/Runtime.availableProcessors','org/glassfish/grizzly/nio/transport/TCPNIOTransport',197,4
37,tyrus,d86e0c,testBroadcaster,NETWORK,'java/nio/channels/SocketChannel.connect','org/glassfish/grizzly/nio/transport/TCPNIOConnectorHandler',137,10
38,rxjava2-extras,d0315b,checkServerSocketReadsTcpPushWhenBufferSizeIs,NETWORK,'java/net/ServerSocket.accept','com/github/davidmoten/rx2/internal/flowable/FlowableServerSocket',92,5
39,rxjava2-extras,d0315b,testEarlyUnsubscribe,NETWORK,'java/net/ServerSocket.accept','com/github/davidmoten/rx2/internal/flowable/FlowableServerSocket',92,5
40,biojava,e99364,testGetStatusMultipleIds,TIME,'java/lang/System.currentTimeMillis','com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer',287,2
41,biojava,e99364,testGetCurrent,TIME,'java/lang/System.currentTimeMillis','com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer',287,2
42,biojava,e99364,testGetStatus,TIME,'java/lang/System.currentTimeMillis','com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer',287,2
43,biojava,e99364,testd1gena,ENVIRONMENT,'java/lang/System.getenv','org/biojava/nbio/structure/align/util/UserConfiguration',132,5
44,biojava,e99364,testd1gena,ENVIRONMENT,'java/lang/System.getenv','org/biojava/nbio/structure/align/util/UserConfiguration',203,6
45,biojava,e99364,testRefmacPdbFile,ENVIRONMENT,'java/lang/System.getenv','org/biojava/nbio/structure/align/util/UserConfiguration',203,6
46,biojava,e99364,testRefmacPdbFile,ENVIRONMENT,'java/lang/System.getenv','org/biojava/nbio/structure/align/util/UserConfiguration',132,5
47,biojava,e99364,testPhenixCifFile,ENVIRONMENT,'java/lang/System.getenv','org/biojava/nbio/structure/align/util/UserConfiguration',203,6
48,biojava,e99364,testPhenixCifFile,ENVIRONMENT,'java/lang/System.getenv','org/biojava/nbio/structure/align/util/UserConfiguration',132,5
49,biojava,e99364,test2M7Y,ENVIRONMENT,'java/lang/System.getenv','org/biojava/nbio/structure/align/util/UserConfiguration',203,6
50,biojava,e99364,test2M7Y,ENVIRONMENT,'java/lang/System.getenv','org/biojava/nbio/structure/align/util/UserConfiguration',132,5
51,biojava,e99364,test3C5F,ENVIRONMENT,'java/lang/System.getenv','org/biojava/nbio/structure/align/util/UserConfiguration',203,6
52,biojava,e99364,test3C5F,ENVIRONMENT,'java/lang/System.getenv','org/biojava/nbio/structure/align/util/UserConfiguration',132,5
53,biojava,e99364,test4B19,ENVIRONMENT,'java/lang/System.getenv','org/biojava/nbio/structure/align/util/UserConfiguration',203,6
54,biojava,e99364,test4B19,ENVIRONMENT,'java/lang/System.getenv','org/biojava/nbio/structure/align/util/UserConfiguration',132,5
55,biojava,e99364,testStructureWithBranchedEntities,ENVIRONMENT,'java/lang/System.getenv','org/biojava/nbio/structure/align/util/UserConfiguration',203,6
56,biojava,e99364,testStructureWithBranchedEntities,ENVIRONMENT,'java/lang/System.getenv','org/biojava/nbio/structure/align/util/UserConfiguration',132,5
57,biojava,e99364,test1B8GnoSeqresPdb,ENVIRONMENT,'java/lang/System.getenv','org/biojava/nbio/structure/align/util/UserConfiguration',203,6
58,biojava,e99364,test1B8GnoSeqresPdb,ENVIRONMENT,'java/lang/System.getenv','org/biojava/nbio/structure/align/util/UserConfiguration',132,5
59,biojava,e99364,testPhaserPdbFile,ENVIRONMENT,'java/lang/System.getenv','org/biojava/nbio/structure/align/util/UserConfiguration',203,6
60,biojava,e99364,testPhaserPdbFile,ENVIRONMENT,'java/lang/System.getenv','org/biojava/nbio/structure/align/util/UserConfiguration',132,5
61,biojava,e99364,testNewLigandChain,ENVIRONMENT,'java/lang/System.getenv','org/biojava/nbio/structure/align/util/UserConfiguration',203,6
62,biojava,e99364,testNewLigandChain,ENVIRONMENT,'java/lang/System.getenv','org/biojava/nbio/structure/align/util/UserConfiguration',132,5
63,biojava,e99364,testWaterOnlyChainCif,ENVIRONMENT,'java/lang/System.getenv','org/biojava/nbio/structure/align/util/UserConfiguration',203,6
64,biojava,e99364,testWaterOnlyChainCif,ENVIRONMENT,'java/lang/System.getenv','org/biojava/nbio/structure/align/util/UserConfiguration',132,5
65,biojava,e99364,testWaterOnlyChainPdb,ENVIRONMENT,'java/lang/System.getenv','org/biojava/nbio/structure/align/util/UserConfiguration',203,6
66,biojava,e99364,testWaterOnlyChainPdb,ENVIRONMENT,'java/lang/System.getenv','org/biojava/nbio/structure/align/util/UserConfiguration',132,5
67,biojava,e99364,testPhenixPdbFile,ENVIRONMENT,'java/lang/System.getenv','org/biojava/nbio/structure/align/util/UserConfiguration',203,6
68,biojava,e99364,testPhenixPdbFile,ENVIRONMENT,'java/lang/System.getenv','org/biojava/nbio/structure/align/util/UserConfiguration',132,5
69,biojava,e99364,testEmptyGZChemComp,ENVIRONMENT,'java/lang/System.getenv','org/biojava/nbio/structure/align/util/UserConfiguration',132,0
70,biojava,e99364,testEmptyGZChemComp,ENVIRONMENT,'java/lang/System.getenv','org/biojava/nbio/structure/align/util/UserConfiguration',203,1
71,biojava,e99364,testFetchBehavior,ENVIRONMENT,'java/lang/System.getenv','org/biojava/nbio/structure/align/util/UserConfiguration',132,0
72,biojava,e99364,testEmptyChemComp,ENVIRONMENT,'java/lang/System.getenv','org/biojava/nbio/structure/align/util/UserConfiguration',132,0
73,biojava,e99364,testEmptyChemComp,ENVIRONMENT,'java/lang/System.getenv','org/biojava/nbio/structure/align/util/UserConfiguration',203,1
74,hbase,801fc0,setUp,RANDOM,'java/util/concurrent/ThreadLocalRandom.nextLong','org/apache/hadoop/hbase/HBaseCommonTestingUtility',153,7
75,hbase,801fc0,setUp,RANDOM,'java/util/concurrent/ThreadLocalRandom.nextLong','org/apache/hadoop/hbase/HBaseCommonTestingUtility',152,5
76,hbase,801fc0,setUp,RANDOM,'java/util/concurrent/ThreadLocalRandom.nextLong','org/apache/hadoop/hbase/HBaseCommonTestingUtility',152,8
77,hbase,801fc0,setUp,RANDOM,'java/util/concurrent/ThreadLocalRandom.nextLong','org/apache/hadoop/hbase/HBaseCommonTestingUtility',153,10
78,fastjson,93d8c0,test_groovy,TIME,'java/lang/System.currentTimeMillis','groovy/lang/GroovyClassLoader',212,0
79,esper,590fa9,run,TIME,'java/lang/System.currentTimeMillis','com/espertech/esper/regressionlib/suite/epl/spatial/EPLSpatialMXCIFQuadTreeEventIndex$EPLSpatialMXCIFEventIndexPerformance',175,1
80,esper,590fa9,run,TIME,'java/lang/System.currentTimeMillis','com/espertech/esper/regressionlib/suite/epl/spatial/EPLSpatialMXCIFQuadTreeEventIndex$EPLSpatialMXCIFEventIndexPerformance',167,0
81,esper,590fa9,sendAssertSpatialAABB,TIME,'java/lang/System.currentTimeMillis','com/espertech/esper/regressionlib/support/util/SupportSpatialUtil',279,42
82,esper,590fa9,sendAssertSpatialAABB,TIME,'java/lang/System.currentTimeMillis','com/espertech/esper/regressionlib/support/util/SupportSpatialUtil',272,41
83,dhh1128-jcircuit,ca146f344515ea288540ecffa6935dad087be394,permanent_failure_is_sticky,TIME,'java/lang/System.currentTimeMillis','co/codecraft/jcircuit/TimedRatioPolicy',186,3
84,dhh1128-jcircuit,ca146f344515ea288540ecffa6935dad087be394,permanent_failure_is_sticky,TIME,'java/lang/System.currentTimeMillis','co/codecraft/jcircuit/TimedRatioPolicy',167,2
85,dhh1128-jcircuit,ca146f344515ea288540ecffa6935dad087be394,complete_cycle,TIME,'java/lang/System.currentTimeMillis','co/codecraft/jcircuit/TimedRatioPolicy',167,2
86,dhh1128-jcircuit,ca146f344515ea288540ecffa6935dad087be394,complete_cycle,TIME,'java/lang/System.currentTimeMillis','co/codecraft/jcircuit/TimedRatioPolicy',186,3
87,armills-chromecast-java-api-v2,7a39ed0dbd65a372451fd301acde1f83a2b6ed81,test,HASHCODE,'org/codehaus/jackson/map/ser/impl/SerializerCache$TypeKey.hashCode','org/codehaus/jackson/map/ser/impl/JsonSerializerMap',54,22
88,armills-chromecast-java-api-v2,7a39ed0dbd65a372451fd301acde1f83a2b6ed81,test,HASHCODE,'java/lang/String.hashCode','org/codehaus/jackson/map/deser/impl/BeanPropertyMap',34,30
89,armills-chromecast-java-api-v2,7a39ed0dbd65a372451fd301acde1f83a2b6ed81,test,HASHCODE,'org/codehaus/jackson/map/ser/impl/SerializerCache$TypeKey.hashCode','org/codehaus/jackson/map/ser/impl/JsonSerializerMap',27,21
90,armills-chromecast-java-api-v2,7a39ed0dbd65a372451fd301acde1f83a2b6ed81,test,HASHCODE,'java/lang/String.hashCode','org/codehaus/jackson/map/deser/impl/BeanPropertyMap',107,32
91,armills-chromecast-java-api-v2,7a39ed0dbd65a372451fd301acde1f83a2b6ed81,test,HASHCODE,'java/lang/String.hashCode','org/codehaus/jackson/map/deser/impl/BeanPropertyMap',80,31
92,armills-chromecast-java-api-v2,7a39ed0dbd65a372451fd301acde1f83a2b6ed81,itHandlesCloseBySenderEvent,HASHCODE,'java/lang/String.hashCode','org/codehaus/jackson/map/deser/impl/BeanPropertyMap',34,26
93,armills-chromecast-java-api-v2,7a39ed0dbd65a372451fd301acde1f83a2b6ed81,itHandlesCloseBySenderEvent,HASHCODE,'org/codehaus/jackson/map/ser/impl/SerializerCache$TypeKey.hashCode','org/codehaus/jackson/map/ser/impl/JsonSerializerMap',54,18
94,armills-chromecast-java-api-v2,7a39ed0dbd65a372451fd301acde1f83a2b6ed81,itHandlesStatusEvent,HASHCODE,'java/lang/String.hashCode','org/codehaus/jackson/map/deser/impl/BeanPropertyMap',34,26
95,armills-chromecast-java-api-v2,7a39ed0dbd65a372451fd301acde1f83a2b6ed81,itHandlesStatusEvent,HASHCODE,'java/lang/String.hashCode','org/codehaus/jackson/map/deser/impl/BeanPropertyMap',107,28
96,armills-chromecast-java-api-v2,7a39ed0dbd65a372451fd301acde1f83a2b6ed81,itHandlesStatusEvent,HASHCODE,'java/lang/String.hashCode','org/codehaus/jackson/map/deser/impl/BeanPropertyMap',80,27
97,armills-chromecast-java-api-v2,7a39ed0dbd65a372451fd301acde1f83a2b6ed81,itHandlesStatusEvent,HASHCODE,'org/codehaus/jackson/map/ser/impl/SerializerCache$TypeKey.hashCode','org/codehaus/jackson/map/ser/impl/JsonSerializerMap',54,18
98,armills-chromecast-java-api-v2,7a39ed0dbd65a372451fd301acde1f83a2b6ed81,itHandlesJsonAppEvent,HASHCODE,'java/lang/String.hashCode','org/codehaus/jackson/map/deser/impl/BeanPropertyMap',34,26
99,armills-chromecast-java-api-v2,7a39ed0dbd65a372451fd301acde1f83a2b6ed81,itHandlesJsonAppEvent,HASHCODE,'org/codehaus/jackson/map/ser/impl/SerializerCache$TypeKey.hashCode','org/codehaus/jackson/map/ser/impl/JsonSerializerMap',54,18
100,armills-chromecast-java-api-v2,7a39ed0dbd65a372451fd301acde1f83a2b6ed81,testDeserializationChromeMirroring,HASHCODE,'java/lang/String.hashCode','org/codehaus/jackson/map/deser/impl/BeanPropertyMap',34,19
101,armills-chromecast-java-api-v2,7a39ed0dbd65a372451fd301acde1f83a2b6ed81,testDeserializationChromeMirroring,HASHCODE,'java/lang/String.hashCode','org/codehaus/jackson/map/deser/impl/BeanPropertyMap',107,21
102,armills-chromecast-java-api-v2,7a39ed0dbd65a372451fd301acde1f83a2b6ed81,testDeserializationChromeMirroring,HASHCODE,'java/lang/String.hashCode','org/codehaus/jackson/map/deser/impl/BeanPropertyMap',80,20
103,armills-chromecast-java-api-v2,7a39ed0dbd65a372451fd301acde1f83a2b6ed81,testDeserializationBackdrop118,HASHCODE,'java/lang/String.hashCode','org/codehaus/jackson/map/deser/impl/BeanPropertyMap',107,21
104,armills-chromecast-java-api-v2,7a39ed0dbd65a372451fd301acde1f83a2b6ed81,testDeserializationBackdrop118,HASHCODE,'java/lang/String.hashCode','org/codehaus/jackson/map/deser/impl/BeanPropertyMap',34,19
105,armills-chromecast-java-api-v2,7a39ed0dbd65a372451fd301acde1f83a2b6ed81,testDeserializationBackdrop118,HASHCODE,'java/lang/String.hashCode','org/codehaus/jackson/map/deser/impl/BeanPropertyMap',80,20
106,armills-chromecast-java-api-v2,7a39ed0dbd65a372451fd301acde1f83a2b6ed81,testDeserializationBackdrop119,HASHCODE,'java/lang/String.hashCode','org/codehaus/jackson/map/deser/impl/BeanPropertyMap',34,19
107,armills-chromecast-java-api-v2,7a39ed0dbd65a372451fd301acde1f83a2b6ed81,testDeserializationBackdrop119,HASHCODE,'java/lang/String.hashCode','org/codehaus/jackson/map/deser/impl/BeanPropertyMap',80,20
108,armills-chromecast-java-api-v2,7a39ed0dbd65a372451fd301acde1f83a2b6ed81,testDeserializationBackdrop119,HASHCODE,'java/lang/String.hashCode','org/codehaus/jackson/map/deser/impl/BeanPropertyMap',107,21
109,armills-chromecast-java-api-v2,7a39ed0dbd65a372451fd301acde1f83a2b6ed81,testDeserializationBackdrop128,HASHCODE,'java/lang/String.hashCode','org/codehaus/jackson/map/deser/impl/BeanPropertyMap',34,19
110,armills-chromecast-java-api-v2,7a39ed0dbd65a372451fd301acde1f83a2b6ed81,testDeserializationBackdrop128,HASHCODE,'java/lang/String.hashCode','org/codehaus/jackson/map/deser/impl/BeanPropertyMap',80,20
111,armills-chromecast-java-api-v2,7a39ed0dbd65a372451fd301acde1f83a2b6ed81,testDeserializationBackdrop128,HASHCODE,'java/lang/String.hashCode','org/codehaus/jackson/map/deser/impl/BeanPropertyMap',107,21
112,armills-chromecast-java-api-v2,7a39ed0dbd65a372451fd301acde1f83a2b6ed81,testReconnect,HASHCODE,'org/codehaus/jackson/map/ser/impl/SerializerCache$TypeKey.hashCode','org/codehaus/jackson/map/ser/impl/JsonSerializerMap',27,21
113,armills-chromecast-java-api-v2,7a39ed0dbd65a372451fd301acde1f83a2b6ed81,testReconnect,HASHCODE,'org/codehaus/jackson/map/ser/impl/SerializerCache$TypeKey.hashCode','org/codehaus/jackson/map/ser/impl/JsonSerializerMap',54,22
114,armills-chromecast-java-api-v2,7a39ed0dbd65a372451fd301acde1f83a2b6ed81,testReconnect,HASHCODE,'java/lang/String.hashCode','org/codehaus/jackson/map/deser/impl/BeanPropertyMap',80,30
115,armills-chromecast-java-api-v2,7a39ed0dbd65a372451fd301acde1f83a2b6ed81,testReconnect,HASHCODE,'java/lang/String.hashCode','org/codehaus/jackson/map/deser/impl/BeanPropertyMap',34,29
116,armills-chromecast-java-api-v2,7a39ed0dbd65a372451fd301acde1f83a2b6ed81,testReconnect,HASHCODE,'java/lang/String.hashCode','org/codehaus/jackson/map/deser/impl/BeanPropertyMap',107,31
117,bitpay-java-bitpay-light-client,3873090046af62efdc974e9a1ec317ed4804dc8f,testShouldGetCNYExchangeRate,HASHCODE,'java/lang/String.hashCode','com/fasterxml/jackson/databind/deser/impl/BeanPropertyMap',528,54
118,bitpay-java-bitpay-light-client,3873090046af62efdc974e9a1ec317ed4804dc8f,testShouldGetCNYExchangeRate,HASHCODE,'java/lang/String.hashCode','com/fasterxml/jackson/databind/deser/impl/BeanPropertyMap',769,55
119,bitpay-java-bitpay-light-client,3873090046af62efdc974e9a1ec317ed4804dc8f,testShouldGetCNYExchangeRate,TIME,'java/lang/System.currentTimeMillis','com/fasterxml/jackson/core/sym/CharsToNameCanonicalizer',293,22
120,bitpay-java-bitpay-light-client,3873090046af62efdc974e9a1ec317ed4804dc8f,testShouldGetCNYExchangeRate,HASHCODE,'java/lang/String.hashCode','com/fasterxml/jackson/databind/util/TypeKey',53,40
121,bitpay-java-bitpay-light-client,3873090046af62efdc974e9a1ec317ed4804dc8f,testShouldGetCNYExchangeRate,HASHCODE,'java/lang/String.hashCode','com/fasterxml/jackson/databind/util/TypeKey',49,39
122,bitpay-java-bitpay-light-client,3873090046af62efdc974e9a1ec317ed4804dc8f,testShouldGetCNYExchangeRate,HASHCODE,'com/fasterxml/jackson/databind/JavaType.hashCode','com/fasterxml/jackson/databind/util/TypeKey',57,41
123,bitpay-java-bitpay-light-client,3873090046af62efdc974e9a1ec317ed4804dc8f,testShouldGetEURExchangeRate,HASHCODE,'java/lang/String.hashCode','com/fasterxml/jackson/databind/deser/impl/BeanPropertyMap',528,54
124,bitpay-java-bitpay-light-client,3873090046af62efdc974e9a1ec317ed4804dc8f,testShouldGetEURExchangeRate,HASHCODE,'java/lang/String.hashCode','com/fasterxml/jackson/databind/deser/impl/BeanPropertyMap',769,55
125,bitpay-java-bitpay-light-client,3873090046af62efdc974e9a1ec317ed4804dc8f,testShouldGetEURExchangeRate,HASHCODE,'java/lang/String.hashCode','com/fasterxml/jackson/databind/util/TypeKey',49,39
126,bitpay-java-bitpay-light-client,3873090046af62efdc974e9a1ec317ed4804dc8f,testShouldGetEURExchangeRate,HASHCODE,'java/lang/String.hashCode','com/fasterxml/jackson/databind/util/TypeKey',53,40
127,bitpay-java-bitpay-light-client,3873090046af62efdc974e9a1ec317ed4804dc8f,testShouldGetEURExchangeRate,HASHCODE,'com/fasterxml/jackson/databind/JavaType.hashCode','com/fasterxml/jackson/databind/util/TypeKey',57,41
128,bitpay-java-bitpay-light-client,3873090046af62efdc974e9a1ec317ed4804dc8f,testShouldGetEURExchangeRate,TIME,'java/lang/System.currentTimeMillis','com/fasterxml/jackson/core/sym/CharsToNameCanonicalizer',293,22
129,yankeguo-xlog-java,d42cdfd0553a379d6d4819459f62394789c81bcf,check,TIME,'java/lang/System.currentTimeMillis','net/landzero/xlog/utils/IntervalChecker',26,0
130,yankeguo-xlog-java,d42cdfd0553a379d6d4819459f62394789c81bcf,yesterday,TIME,'java/util/Calendar.getInstance','net/landzero/xlog/utils/Dates',10,1
131,yankeguo-xlog-java,d42cdfd0553a379d6d4819459f62394789c81bcf,yesterday,TIME,'java/util/Date.<init>','net/landzero/xlog/utils/DatesTest',13,0
132,yankeguo-xlog-java,d42cdfd0553a379d6d4819459f62394789c81bcf,create,TIME,'java/lang/System.currentTimeMillis','net/landzero/xlog/perf/XPerfEventBuilder',33,1
133,yankeguo-xlog-java,d42cdfd0553a379d6d4819459f62394789c81bcf,create,TIME,'java/lang/System.currentTimeMillis','net/landzero/xlog/perf/XPerfEventBuilder',15,0
134,huchengming-In-Memory-Counter,7960e9f22fc3067632c062ec5f670b5ac1f814f8,testTimeMillis,TIME,'java/lang/System.currentTimeMillis','hu/chengming/util/InMemoryClock$1',18,7
135,huchengming-In-Memory-Counter,7960e9f22fc3067632c062ec5f670b5ac1f814f8,testTimeMillis,TIME,'java/lang/System.currentTimeMillis','hu/chengming/util/InMemoryClockTest',11,0
136,mattunderscorechampion-rated-executor,462cbd6360f23aaea28ca2313948942b5f391818,testAccuracy,TIME,'java/lang/System.nanoTime','com/mattunderscore/rated/executor/RatedExecutorAccuracyTest',77,1
137,mattunderscorechampion-rated-executor,462cbd6360f23aaea28ca2313948942b5f391818,testAccuracy,TIME,'java/lang/System.nanoTime','com/mattunderscore/rated/executor/RatedExecutorAccuracyTest',75,0
138,mattunderscorechampion-rated-executor,462cbd6360f23aaea28ca2313948942b5f391818,testTimeout0,TIME,'java/lang/System.nanoTime','com/mattunderscore/executors/SingleFutureTest',390,2
139,mattunderscorechampion-rated-executor,462cbd6360f23aaea28ca2313948942b5f391818,testTimeout0,TIME,'java/lang/System.nanoTime','com/mattunderscore/executors/SingleFutureTest',385,1
140,mattunderscorechampion-rated-executor,462cbd6360f23aaea28ca2313948942b5f391818,testTimeout1,TIME,'java/lang/System.nanoTime','com/mattunderscore/executors/SingleFutureTest',408,4
141,mattunderscorechampion-rated-executor,462cbd6360f23aaea28ca2313948942b5f391818,testTimeout1,TIME,'java/lang/System.nanoTime','com/mattunderscore/executors/SingleFutureTest',413,5
142,mattunderscorechampion-rated-executor,462cbd6360f23aaea28ca2313948942b5f391818,testEquals1,HASHCODE,'java/lang/Object.hashCode','com/mattunderscore/executors/RunnableWrapperTest',64,1
143,mattunderscorechampion-rated-executor,462cbd6360f23aaea28ca2313948942b5f391818,testEquals1,HASHCODE,'java/lang/Object.hashCode','com/mattunderscore/executors/RunnableWrapperTest',64,0
144,mattunderscorechampion-rated-executor,462cbd6360f23aaea28ca2313948942b5f391818,testEquals1,HASHCODE,'java/lang/Object.hashCode','com/mattunderscore/executors/RunnableWrapperTest',65,3
145,mattunderscorechampion-rated-executor,462cbd6360f23aaea28ca2313948942b5f391818,testEquals1,HASHCODE,'java/lang/Object.hashCode','com/mattunderscore/executors/RunnableWrapperTest',65,2
146,graphaware-reco,5bc1ea80134d1a707c9581af958fc15698eb45f9,shouldCorrectlyJudgeTiming,TIME,'java/lang/System.currentTimeMillis','com/graphaware/reco/generic/stats/DefaultTaskTimer',63,1
147,graphaware-reco,5bc1ea80134d1a707c9581af958fc15698eb45f9,shouldCorrectlyJudgeTiming,TIME,'java/lang/System.currentTimeMillis','com/graphaware/reco/generic/stats/DefaultTaskTimer',44,0
148,graphaware-reco,5bc1ea80134d1a707c9581af958fc15698eb45f9,shouldAddSingleScore,RANDOM,'java/util/UUID.randomUUID','com/graphaware/reco/generic/result/Recommendation',48,0
149,graphaware-reco,5bc1ea80134d1a707c9581af958fc15698eb45f9,shouldParticipateIfThereIsEnoughTime,TIME,'java/lang/System.currentTimeMillis','com/graphaware/reco/generic/stats/DefaultTaskTimer',44,0
150,graphaware-reco,5bc1ea80134d1a707c9581af958fc15698eb45f9,shouldParticipateIfThereIsEnoughTime,TIME,'java/lang/System.currentTimeMillis','com/graphaware/reco/generic/stats/DefaultTaskTimer',63,1
